geoid,name,state,lat,lon
26027,Cass County,MI,41.9172,-86.0001
26029,Charlevoix County,MI,45.6186,-85.5437
26031,Cheboygan County,MI,45.476,-84.4954
26033,Chippewa County,MI,46.3218,-84.5206
26035,Clare County,MI,43.9911,-84.8383
26037,Clinton County,MI,42.9505,-84.5917
26039,Crawford County,MI,44.6802,-84.6113
26041,Delta County,MI,45.8052,-86.9019
26043,Dickinson County,MI,46.0128,-87.8661
26045,Eaton County,MI,42.5895,-84.8465
26047,Emmet County,MI,45.5901,-84.9868
26049,Genesee County,MI,43.0211,-83.7064
26051,Gladwin County,MI,43.9898,-84.3898
26053,Gogebic County,MI,46.4881,-89.7883
26055,Grand Traverse County,MI,44.7187,-85.5538
26057,Gratiot County,MI,43.2923,-84.6047
26059,Hillsdale County,MI,41.9275,-84.6375
26061,Houghton County,MI,46.9984,-88.6519
26063,Huron County,MI,43.9076,-82.857
26065,Ingham County,MI,42.6035,-84.3738
26067,Ionia County,MI,42.9447,-85.0738
26069,Iosco County,MI,44.3869,-83.3801
26071,Iron County,MI,46.1703,-88.5405
26073,Isabella County,MI,43.6452,-84.8394
26075,Jackson County,MI,42.2485,-84.4209
26077,Kalamazoo County,MI,42.2463,-85.5329
26079,Kalkaska County,MI,44.6789,-85.089
26081,Kent County,MI,43.0325,-85.5474
26083,Keweenaw County,MI,47.3673,-88.3513
26085,Lake County,MI,43.9952,-85.8114
26087,Lapeer County,MI,43.0886,-83.2243
26089,Leelanau County,MI,45.1462,-86.0516
26091,Lenawee County,MI,41.896,-84.0744
26093,Livingston County,MI,42.6025,-83.9117
26095,Luce County,MI,46.511,-85.5176
26097,Mackinac County,MI,46.1679,-85.3038
26099,Macomb County,MI,42.6716,-82.9115
26101,Manistee County,MI,44.2453,-86.3275
26103,Marquette County,MI,46.6566,-87.584
26105,Mason County,MI,43.9572,-86.4429
26107,Mecosta County,MI,43.6353,-85.3328
26109,Menominee County,MI,45.5356,-87.5015
26111,Midland County,MI,43.6482,-84.3794
26113,Missaukee County,MI,44.3254,-85.0855
26115,Monroe County,MI,41.9161,-83.4871
26117,Montcalm County,MI,43.3128,-85.1495
26119,Montmorency County,MI,45.0241,-84.1301
26121,Muskegon County,MI,43.4287,-86.4209
26123,Newaygo County,MI,43.5627,-85.7914
26125,Oakland County,MI,42.6605,-83.3842
26127,Oceana County,MI,43.604,-86.4672
26129,Ogemaw County,MI,44.3333,-84.1281
26131,Ontonagon County,MI,46.8353,-89.2769
26133,Osceola County,MI,43.9976,-85.3223
26135,Oscoda County,MI,44.6873,-84.1269
26137,Otsego County,MI,45.0218,-84.5766
26139,Ottawa County,MI,43.055,-86.2193
26141,Presque Isle County,MI,45.2524,-83.4323
26143,Roscommon County,MI,44.3395,-84.6113
26145,Saginaw County,MI,43.3283,-84.0554
26147,St. Clair County,MI,42.9288,-82.6689
26149,St. Joseph County,MI,41.9115,-85.5229
26151,Sanilac County,MI,43.4492,-82.6428
26153,Schoolcraft County,MI,46.0211,-86.197
26155,Shiawassee County,MI,42.9515,-84.1464
26157,Tuscola County,MI,43.4879,-83.4366
26159,Van Buren County,MI,42.2822,-86.3061
26161,Washtenaw County,MI,42.2522,-83.8434
26163,Wayne County,MI,42.2847,-83.262
26165,Wexford County,MI,44.3314,-85.57
27001,Aitkin County,MN,46.6024,-93.4197
27003,Anoka County,MN,45.2741,-93.2427
27005,Becker County,MN,46.9376,-95.7418
27007,Beltrami County,MN,47.8795,-95.005
27009,Benton County,MN,45.7012,-94.0014
27011,Big Stone County,MN,45.4199,-96.4022
27013,Blue Earth County,MN,44.0337,-94.064
27015,Brown County,MN,44.2465,-94.7336
27017,Carlton County,MN,46.6038,-92.671
27019,Carver County,MN,44.8213,-93.8001
27021,Cass County,MN,46.9517,-94.3337
27023,Chippewa County,MN,45.0286,-95.5641
27025,Chisago County,MN,45.5054,-92.9038
27027,Clay County,MN,46.8984,-96.4949
27029,Clearwater County,MN,47.5759,-95.3711
27031,Cook County,MN,47.7586,-90.3443
27033,Cottonwood County,MN,44.0106,-95.1832
27035,Crow Wing County,MN,46.4917,-94.0707
27037,Dakota County,MN,44.6709,-93.0625
27039,Dodge County,MN,44.0207,-92.8694
27041,Douglas County,MN,45.9368,-95.4622
27043,Faribault County,MN,43.6765,-93.9472
27045,Fillmore County,MN,43.6792,-92.0939
27047,Freeborn County,MN,43.6742,-93.3503
27049,Goodhue County,MN,44.4062,-92.716
27051,Grant County,MN,45.9307,-96.0107
27053,Hennepin County,MN,45.0061,-93.4752
27055,Houston County,MN,43.667,-91.5016
27057,Hubbard County,MN,47.0956,-94.9133
27059,Isanti County,MN,45.5624,-93.2963
27061,Itasca County,MN,47.4908,-93.6111
27063,Jackson County,MN,43.6711,-95.1497
27065,Kanabec County,MN,45.9478,-93.2978
27067,Kandiyohi County,MN,45.1527,-95.005
27069,Kittson County,MN,48.776,-96.7803
27071,Koochiching County,MN,48.2454,-93.7829
27073,Lac qui Parle County,MN,44.9998,-96.1769
27075,Lake County,MN,47.5171,-91.4117
27077,Lake of the Woods County,MN,48.7681,-94.9046
27079,Le Sueur County,MN,44.3734,-93.7301
27081,Lincoln County,MN,44.4082,-96.272
27083,Lyon County,MN,44.4092,-95.8473
27085,McLeod County,MN,44.8217,-94.2723
27087,Mahnomen County,MN,47.3284,-95.8111
27089,Marshall County,MN,48.3627,-96.3578
27091,Martin County,MN,43.6772,-94.5471
27093,Meeker County,MN,45.1232,-94.5273
27095,Mille Lacs County,MN,45.929,-93.633
27097,Morrison County,MN,46.0205,-94.2666
27099,Mower County,MN,43.6662,-92.7595
27101,Murray County,MN,44.0156,-95.7616
27103,Nicollet County,MN,44.3588,-94.2457
27105,Nobles County,MN,43.6777,-95.7631
27107,Norman County,MN,47.3295,-96.4638
27109,Olmsted County,MN,43.9995,-92.4101
27111,Otter Tail County,MN,46.4057,-95.7146
27113,Pennington County,MN,48.0692,-96.0377
27115,Pine County,MN,46.1009,-92.7631
27117,Pipestone County,MN,44.0154,-96.257
27119,Polk County,MN,47.7743,-96.4
27121,Pope County,MN,45.5896,-95.4467
27123,Ramsey County,MN,45.0152,-93.1
27125,Red Lake County,MN,47.8655,-96.0872
27127,Redwood County,MN,44.4035,-95.2542
27129,Renville County,MN,44.7237,-94.9556
27131,Rice County,MN,44.3508,-93.2985
27133,Rock County,MN,43.6696,-96.2632
27135,Roseau County,MN,48.7611,-95.8215
27137,St. Louis County,MN,47.5786,-92.5146
27139,Scott County,MN,44.6518,-93.5337
27141,Sherburne County,MN,45.4532,-93.7692
27143,Sibley County,MN,44.5757,-94.2301
27145,Stearns County,MN,45.5552,-94.6105
27147,Steele County,MN,44.0153,-93.2205
27149,Stevens County,MN,45.5935,-95.9923
27151,Swift County,MN,45.2758,-95.6901
27153,Todd County,MN,46.0666,-94.9006
27155,Traverse County,MN,45.7699,-96.4748
27157,Wabasha County,MN,44.2896,-92.2335
27159,Wadena County,MN,46.587,-94.9886
27161,Waseca County,MN,44.0185,-93.5898
27163,Washington County,MN,45.0379,-92.8901
27165,Watonwan County,MN,43.9781,-94.6138
27167,Wilkin County,MN,46.3623,-96.4767
27169,Winona County,MN,43.9814,-91.777
27171,Wright County,MN,45.1751,-93.9664
27173,Yellow Medicine County,MN,44.7157,-95.8628
28001,Adams County,MS,31.4862,-91.3518
28003,Alcorn County,MS,34.8866,-88.5811
28005,Amite County,MS,31.2039,-90.7955
28007,Attala County,MS,33.0905,-89.5886
28009,Benton County,MS,34.8096,-89.2002
28011,Bolivar County,MS,33.7991,-90.8841
28013,Calhoun County,MS,33.9366,-89.3371
28015,Carroll County,MS,33.4408,-89.9189
28017,Chickasaw County,MS,33.9333,-88.9476
28019,Choctaw County,MS,33.346,-89.2513
28021,Claiborne County,MS,31.9728,-90.9154
28023,Clarke County,MS,32.0454,-88.688
28025,Clay County,MS,33.6597,-88.7825
28027,Coahoma County,MS,34.2303,-90.604
28029,Copiah County,MS,31.8669,-90.4488
28031,Covington County,MS,31.6333,-89.5489
28033,DeSoto County,MS,34.8749,-89.9912
28035,Forrest County,MS,31.1886,-89.2594
28037,Franklin County,MS,31.4778,-90.8955
28039,George County,MS,30.8554,-88.6423
28041,Greene County,MS,31.2128,-88.6348
28043,Grenada County,MS,33.77,-89.8027
28045,Hancock County,MS,30.3916,-89.4828
28047,Harrison County,MS,30.4165,-89.0834
28049,Hinds County,MS,32.2678,-90.466
28051,Holmes County,MS,33.1259,-90.0912
28053,Humphreys County,MS,33.131,-90.5234
28055,Issaquena County,MS,32.7555,-91.0035
28057,Itawamba County,MS,34.2811,-88.3631
28059,Jackson County,MS,30.456,-88.6251
28061,Jasper County,MS,32.0167,-89.1192
28063,Jefferson County,MS,31.7336,-91.0439
28065,Jefferson Davis County,MS,31.5648,-89.8271
28067,Jones County,MS,31.6166,-89.1685
28069,Kemper County,MS,32.7501,-88.6256
28071,Lafayette County,MS,34.3531,-89.4854
28073,Lamar County,MS,31.1976,-89.5064
28075,Lauderdale County,MS,32.404,-88.6604
28077,Lawrence County,MS,31.55,-90.1075
28079,Leake County,MS,32.7606,-89.5222
28081,Lee County,MS,34.2924,-88.6824
28083,Leflore County,MS,33.5498,-90.2949
28085,Lincoln County,MS,31.5352,-90.4536
28087,Lowndes County,MS,33.4714,-88.4397
28089,Madison County,MS,32.6344,-90.0342
28091,Marion County,MS,31.2302,-89.8217
28093,Marshall County,MS,34.7662,-89.5042
28095,Monroe County,MS,33.89,-88.485
28097,Montgomery County,MS,33.5007,-89.6396
28099,Neshoba County,MS,32.7525,-89.1193
28101,Newton County,MS,32.402,-89.1184
28103,Noxubee County,MS,33.1066,-88.5662
28105,Oktibbeha County,MS,33.4223,-88.8762
28107,Panola County,MS,34.3652,-89.9631
28109,Pearl River County,MS,30.7748,-89.5869
28111,Perry County,MS,31.1693,-88.9888
28113,Pike County,MS,31.1775,-90.3977
28115,Pontotoc County,MS,34.2271,-89.0372
28117,Prentiss County,MS,34.6206,-88.5222
28119,Quitman County,MS,34.2528,-90.2902
28121,Rankin County,MS,32.2671,-89.9461
28123,Scott County,MS,32.412,-89.5335
28125,Sharkey County,MS,32.8924,-90.8276
28127,Simpson County,MS,31.9025,-89.9177
28129,Smith County,MS,32.019,-89.4949
28131,Stone County,MS,30.7902,-89.1123
28133,Sunflower County,MS,33.6055,-90.5951
28135,Tallahatchie County,MS,33.9545,-90.1722
28137,Tate County,MS,34.6496,-89.9431
28139,Tippah County,MS,34.7636,-88.9188
28141,Tishomingo County,MS,34.7388,-88.2348
28143,Tunica County,MS,34.6522,-90.3718
28145,Union County,MS,34.4895,-89.0023
28147,Walthall County,MS,31.1645,-90.1034
28149,Warren County,MS,32.3561,-90.8524
28151,Washington County,MS,33.2732,-90.9444
28153,Wayne County,MS,31.6425,-88.6782
28155,Webster County,MS,33.6121,-89.284
28157,Wilkinson County,MS,31.1611,-91.3246
28159,Winston County,MS,33.0787,-89.0374
28161,Yalobusha County,MS,34.0307,-89.7038
28163,Yazoo County,MS,32.7657,-90.3879
29001,Adair County,MO,40.1907,-92.6036
29003,Andrew County,MO,39.9889,-94.8036
29005,Atchison County,MO,40.4318,-95.4376
29007,Audrain County,MO,39.2145,-91.8434
29009,Barry County,MO,36.6994,-93.8343
29011,Barton County,MO,37.5008,-94.3441
29013,Bates County,MO,38.2572,-94.3392
29015,Benton County,MO,38.301,-93.2879
29017,Bollinger County,MO,37.3184,-90.0246
29019,Boone County,MO,38.9899,-92.3102
29021,Buchanan County,MO,39.6604,-94.8082
29023,Butler County,MO,36.7152,-90.4031
29025,Caldwell County,MO,39.659,-93.9792
29027,Callaway County,MO,38.8355,-91.9234
29029,Camden County,MO,38.0265,-92.7653
29031,Cape Girardeau County,MO,37.3841,-89.6857
29033,Carroll County,MO,39.4274,-93.5002
29035,Carter County,MO,36.9449,-90.9457
29037,Cass County,MO,38.6465,-94.3545
29039,Cedar County,MO,37.7337,-93.85
29041,Chariton County,MO,39.518,-92.9616
29043,Christian County,MO,36.9697,-93.1876
29045,Clark County,MO,40.4073,-91.7295
29047,Clay County,MO,39.3156,-94.4215
29049,Clinton County,MO,39.6087,-94.3958
29051,Cole County,MO,38.5032,-92.28
29053,Cooper County,MO,38.8471,-92.8101
29055,Crawford County,MO,37.9666,-91.3139
29057,Dade County,MO,37.4323,-93.8549
29059,Dallas County,MO,37.6836,-93.0338
29061,Daviess County,MO,39.9628,-93.9701
29063,DeKalb County,MO,39.8947,-94.4072
29065,Dent County,MO,37.6031,-91.4897
29067,Douglas County,MO,36.9465,-92.5159
29069,Dunklin County,MO,36.153,-90.0623
29071,Franklin County,MO,38.413,-91.0728
29073,Gasconade County,MO,38.4412,-91.5058
29075,Gentry County,MO,40.2081,-94.4053
29077,Greene County,MO,37.2582,-93.3406
29079,Grundy County,MO,40.1125,-93.5651
29081,Harrison County,MO,40.3456,-93.9926
29083,Henry County,MO,38.3865,-93.7926
29085,Hickory County,MO,37.9369,-93.323
29087,Holt County,MO,40.0957,-95.2191
29089,Howard County,MO,39.1434,-92.6959
29091,Howell County,MO,36.7744,-91.8874
29093,Iron County,MO,37.626,-90.6996
29095,Jackson County,MO,39.0054,-94.3432
29097,Jasper County,MO,37.2052,-94.3373
29099,Jefferson County,MO,38.2576,-90.5437
29101,Johnson County,MO,38.7415,-93.8119
29103,Knox County,MO,40.1369,-92.1468
29105,Laclede County,MO,37.6597,-92.5948
29107,Lafayette County,MO,39.0687,-93.8026
29109,Lawrence County,MO,37.1066,-93.8306
29111,Lewis County,MO,40.0846,-91.7288
29113,Lincoln County,MO,39.0623,-90.9629
29115,Linn County,MO,39.8644,-93.108
29117,Livingston County,MO,39.7786,-93.5482
29119,McDonald County,MO,36.628,-94.3437
29121,Macon County,MO,39.8298,-92.5643
29123,Madison County,MO,37.4745,-90.3434
29125,Maries County,MO,38.1626,-91.9236
29127,Marion County,MO,39.8075,-91.6354
29129,Mercer County,MO,40.4214,-93.5676
29131,Miller County,MO,38.2167,-92.4299
29133,Mississippi County,MO,36.8263,-89.2959
29135,Moniteau County,MO,38.633,-92.5836
29137,Monroe County,MO,39.4983,-92.0065
29139,Montgomery County,MO,38.9352,-91.4654
29141,Morgan County,MO,38.4208,-92.8748
29143,New Madrid County,MO,36.5943,-89.6559
29145,Newton County,MO,36.9084,-94.335
29147,Nodaway County,MO,40.3611,-94.8831
29149,Oregon County,MO,36.6853,-91.4018
29151,Osage County,MO,38.4643,-91.8595
29153,Ozark County,MO,36.6496,-92.4585
29155,Pemiscot County,MO,36.2099,-89.7859
29157,Perry County,MO,37.7111,-89.8021
29159,Pettis County,MO,38.7274,-93.2852
29161,Phelps County,MO,37.8663,-91.7903
29163,Pike County,MO,39.34,-91.1716
29165,Platte County,MO,39.3787,-94.7615
29167,Polk County,MO,37.6168,-93.4008
29169,Pulaski County,MO,37.8248,-92.207
29171,Putnam County,MO,40.4786,-93.0145
29173,Ralls County,MO,39.5535,-91.5248
29175,Randolph County,MO,39.4392,-92.493
29177,Ray County,MO,39.3084,-93.9957
29179,Reynolds County,MO,37.3665,-90.9723
29181,Ripley County,MO,36.6502,-90.8748
29183,St. Charles County,MO,38.7811,-90.6749
29185,St. Clair County,MO,38.0422,-93.7766
29186,Ste. Genevieve County,MO,37.8858,-90.1615
29187,St. Francois County,MO,37.8107,-90.4739
29189,St. Louis County,MO,38.6407,-90.4461
29195,Saline County,MO,39.1358,-93.2042
29197,Schuyler County,MO,40.4694,-92.519
29199,Scotland County,MO,40.4477,-92.1428
29201,Scott County,MO,37.0478,-89.5681
29203,Shannon County,MO,37.1525,-91.3913
29205,Shelby County,MO,39.7975,-92.0887
29207,Stoddard County,MO,36.8516,-89.9475
29209,Stone County,MO,36.7458,-93.4578
29211,Sullivan County,MO,40.2096,-93.1098
29213,Taney County,MO,36.6498,-93.0428
29215,Texas County,MO,37.3143,-91.9645
29217,Vernon County,MO,37.8502,-94.3416
29219,Warren County,MO,38.7619,-91.1593
29221,Washington County,MO,37.9426,-90.897
29223,Wayne County,MO,37.1111,-90.4539
29225,Webster County,MO,37.2808,-92.8761
29227,Worth County,MO,40.4805,-94.4192
29229,Wright County,MO,37.2676,-92.48
29510,St. Louis city,MO,38.6357,-90.2446
30001,Beaverhead County,MT,45.1339,-112.8929
30003,Big Horn County,MT,45.4079,-107.5182
30005,Blaine County,MT,48.4283,-108.9676
30007,Broadwater County,MT,46.3298,-111.4979
30009,Carbon County,MT,45.2245,-109.0286
30011,Carter County,MT,45.5168,-104.5153
30013,Cascade County,MT,47.3166,-111.3503
30015,Chouteau County,MT,47.8868,-110.4362
30017,Custer County,MT,46.2614,-105.5504
30019,Daniels County,MT,48.7944,-105.5417
30021,Dawson County,MT,47.2661,-104.8983
30023,Deer Lodge County,MT,46.0947,-113.1416
30025,Fallon County,MT,46.3182,-104.4057
30027,Fergus County,MT,47.2218,-109.233
30029,Flathead County,MT,48.2954,-114.0521
30031,Gallatin County,MT,45.5181,-111.1639
30033,Garfield County,MT,47.2672,-106.996
30035,Glacier County,MT,48.7057,-112.9905
30037,Golden Valley County,MT,46.3806,-109.1746
30039,Granite County,MT,46.396,-113.4274
30041,Hill County,MT,48.632,-110.1063
30043,Jefferson County,MT,46.1242,-112.0594
30045,Judith Basin County,MT,47.0326,-110.3053
30047,Lake County,MT,47.6429,-114.0837
30049,Lewis and Clark County,MT,47.132,-112.3734
30051,Liberty County,MT,48.5597,-111.0369
30053,Lincoln County,MT,48.5524,-115.4632
30055,McCone County,MT,47.6296,-105.7572
30057,Madison County,MT,45.3253,-111.9138
30059,Meagher County,MT,46.5857,-110.9217
30061,Mineral County,MT,47.1297,-115.0854
30063,Missoula County,MT,47.0273,-113.8927
30065,Musselshell County,MT,46.5053,-108.4398
30067,Park County,MT,45.4631,-110.5349
30069,Petroleum County,MT,47.1419,-108.2266
30071,Phillips County,MT,48.2501,-107.9289
30073,Pondera County,MT,48.2286,-112.2208
30075,Powder River County,MT,45.4089,-105.5553
30077,Powell County,MT,46.8442,-112.9311
30079,Prairie County,MT,46.8124,-105.5039
30081,Ravalli County,MT,46.0777,-114.1058
30083,Richland County,MT,47.7856,-104.5634
30085,Roosevelt County,MT,48.2827,-104.9952
30087,Rosebud County,MT,46.1732,-106.6668
30089,Sanders County,MT,47.7565,-115.1803
30091,Sheridan County,MT,48.7056,-104.5339
30093,Silver Bow County,MT,45.8962,-112.6601
30095,Stillwater County,MT,45.6585,-109.3816
30097,Sweet Grass County,MT,45.8113,-109.9448
30099,Teton County,MT,47.819,-112.2817
30101,Toole County,MT,48.6451,-111.7335
30103,Treasure County,MT,46.2271,-107.2753
30105,Valley County,MT,48.3499,-106.6704
30107,Wheatland County,MT,46.497,-109.8577
30109,Wibaux County,MT,46.963,-104.2745
30111,Yellowstone County,MT,45.937,-108.2767
31001,Adams County,NE,40.5206,-98.5
31003,Antelope County,NE,42.1832,-98.058
31005,Arthur County,NE,41.5719,-101.6959
31007,Banner County,NE,41.5397,-103.7263
31009,Blaine County,NE,41.9319,-99.9964
31011,Boone County,NE,41.7039,-98.0705
31013,Box Butte County,NE,42.2104,-103.0818
31015,Boyd County,NE,42.8944,-98.773
31017,Brown County,NE,42.3596,-99.9239
31019,Buffalo County,NE,40.8553,-99.075
31021,Burt County,NE,41.8542,-96.3377
31023,Butler County,NE,41.2261,-97.132
31025,Cass County,NE,40.9099,-96.1406
31027,Cedar County,NE,42.6046,-97.2569
31029,Chase County,NE,40.5304,-101.6942
31031,Cherry County,NE,42.5713,-101.0477
31033,Cheyenne County,NE,41.2142,-103.0119
31035,Clay County,NE,40.5237,-98.0509
31037,Colfax County,NE,41.575,-97.0889
31039,Cuming County,NE,41.9159,-96.7885
31041,Custer County,NE,41.3939,-99.7269
31043,Dakota County,NE,42.3916,-96.5613
31045,Dawes County,NE,42.713,-103.1354
31047,Dawson County,NE,40.8678,-99.8156
31049,Deuel County,NE,41.1119,-102.3326
31051,Dixon County,NE,42.4851,-96.8558
31053,Dodge County,NE,41.577,-96.6459
31055,Douglas County,NE,41.2971,-96.1541
31057,Dundy County,NE,40.1802,-101.6811
31059,Fillmore County,NE,40.525,-97.5967
31061,Franklin County,NE,40.1832,-98.9621
31063,Frontier County,NE,40.5309,-100.4067
31065,Furnas County,NE,40.1923,-99.9086
31067,Gage County,NE,40.2552,-96.6835
31069,Garden County,NE,41.6334,-102.303
31071,Garfield County,NE,41.9069,-98.9513
31073,Gosper County,NE,40.5091,-99.8232
31075,Grant County,NE,41.914,-101.756
31077,Greeley County,NE,41.5676,-98.5306
31079,Hall County,NE,40.866,-98.5027
31081,Hamilton County,NE,40.8728,-98.0223
31083,Harlan County,NE,40.1788,-99.4034
31085,Hayes County,NE,40.5372,-101.048
31087,Hitchcock County,NE,40.1769,-101.0442
31089,Holt County,NE,42.4593,-98.7848
31091,Hooker County,NE,41.9203,-101.1173
31093,Howard County,NE,41.2169,-98.5133
31095,Jefferson County,NE,40.1757,-97.1431
31097,Johnson County,NE,40.395,-96.2653
31099,Kearney County,NE,40.5091,-98.9476
31101,Keith County,NE,41.1942,-101.6444
31103,Keya Paha County,NE,42.8755,-99.7184
31105,Kimball County,NE,41.1993,-103.7032
31107,Knox County,NE,42.6344,-97.8913
31109,Lancaster County,NE,40.7835,-96.6887
31111,Lincoln County,NE,41.0503,-100.7445
31113,Logan County,NE,41.5422,-100.4437
31115,Loup County,NE,41.9028,-99.5093
31117,McPherson County,NE,41.6484,-101.1209
31119,Madison County,NE,41.9099,-97.6069
31121,Merrick County,NE,41.1698,-98.0311
31123,Morrill County,NE,41.7322,-102.9906
31125,Nance County,NE,41.4024,-97.9914
31127,Nemaha County,NE,40.3874,-95.8527
31129,Nuckolls County,NE,40.1765,-98.0468
31131,Otoe County,NE,40.638,-96.131
31133,Pawnee County,NE,40.1378,-96.2452
31135,Perkins County,NE,40.8576,-101.6275
31137,Phelps County,NE,40.5164,-99.4066
31139,Pierce County,NE,42.2714,-97.611
31141,Platte County,NE,41.5769,-97.5135
31143,Polk County,NE,41.1879,-97.5707
31145,Red Willow County,NE,40.1694,-100.4686
31147,Richardson County,NE,40.1237,-95.7186
31149,Rock County,NE,42.3947,-99.4209
31151,Saline County,NE,40.5168,-97.1318
31153,Sarpy County,NE,41.1151,-96.1091
31155,Saunders County,NE,41.2234,-96.6421
31157,Scotts Bluff County,NE,41.8505,-103.703
31159,Seward County,NE,40.8719,-97.1404
31161,Sheridan County,NE,42.5123,-102.3683
31163,Sherman County,NE,41.2187,-98.9728
31165,Sioux County,NE,42.4707,-103.7322
31167,Stanton County,NE,41.905,-97.1771
31169,Thayer County,NE,40.1734,-97.5962
31171,Thomas County,NE,41.8557,-100.5247
31173,Thurston County,NE,42.1541,-96.5339
31175,Valley County,NE,41.5641,-98.9835
31177,Washington County,NE,41.534,-96.2246
31179,Wayne County,NE,42.2107,-97.1262
31181,Webster County,NE,40.1806,-98.4986
31183,Wheeler County,NE,41.9226,-98.5209
31185,York County,NE,40.8731,-97.5967
32001,Churchill County,NV,39.5377,-118.2642
32003,Clark County,NV,36.2141,-115.0144
32005,Douglas County,NV,38.9051,-119.609
32007,Elko County,NV,41.1411,-115.3514
32009,Esmeralda County,NV,37.779,-117.6324
32011,Eureka County,NV,39.9778,-116.2722
32013,Humboldt County,NV,41.4079,-118.1276
32015,Lander County,NV,39.9002,-117.0472
32017,Lincoln County,NV,37.6346,-114.863
32019,Lyon County,NV,39.0222,-119.1974
32021,Mineral County,NV,38.5166,-118.4163
32023,Nye County,NV,37.9659,-116.459
32027,Pershing County,NV,40.4396,-118.4095
32029,Storey County,NV,39.4384,-119.5246
32031,Washoe County,NV,40.7313,-119.6633
32033,White Pine County,NV,39.4182,-114.9006
32510,Carson City,NV,39.1531,-119.7474
33001,Belknap County,NH,43.5191,-71.4254
33003,Carroll County,NH,43.8678,-71.2016
33005,Cheshire County,NH,42.9255,-72.2482
33007,Coos County,NH,44.6525,-71.2894
33009,Grafton County,NH,43.9264,-71.8424
33011,Hillsborough County,NH,42.9115,-71.7231
33013,Merrimack County,NH,43.2996,-71.68
33015,Rockingham County,NH,42.9887,-71.0991
33017,Strafford County,NH,43.2933,-71.0356
33019,Sullivan County,NH,43.3612,-72.2221
34001,Atlantic County,NJ,39.4694,-74.6338
34003,Bergen County,NJ,40.9597,-74.0747
34005,Burlington County,NJ,39.8758,-74.663
34007,Camden County,NJ,39.8024,-74.9612
34009,Cape May County,NJ,39.0858,-74.8464
34011,Cumberland County,NJ,39.3284,-75.1216
34013,Essex County,NJ,40.7874,-74.2463
34015,Gloucester County,NJ,39.7229,-75.1457
34017,Hudson County,NJ,40.7314,-74.0786
34019,Hunterdon County,NJ,40.5653,-74.912
34021,Mercer County,NJ,40.2825,-74.7037
34023,Middlesex County,NJ,40.4396,-74.4074
34025,Monmouth County,NJ,40.287,-74.1524
34027,Morris County,NJ,40.8589,-74.5473
34029,Ocean County,NJ,39.8657,-74.2589
34031,Passaic County,NJ,41.0367,-74.2994
34033,Salem County,NJ,39.5738,-75.3574
34035,Somerset County,NJ,40.5655,-74.6199
34037,Sussex County,NJ,41.1375,-74.6919
34039,Union County,NJ,40.6599,-74.3087
34041,Warren County,NJ,40.8535,-75.0095
35001,Bernalillo County,NM,35.0536,-106.6691
35003,Catron County,NM,33.9016,-108.3919
35005,Chaves County,NM,33.3616,-104.4698
35006,Cibola County,NM,34.9283,-107.9927
35007,Colfax County,NM,36.613,-104.6401
35009,Curry County,NM,34.573,-103.3461
35011,De Baca County,NM,34.3593,-104.3687
35013,Doña Ana County,NM,32.3499,-106.835
35015,Eddy County,NM,32.4578,-104.3064
35017,Grant County,NM,32.7321,-108.3815
35019,Guadalupe County,NM,34.8698,-104.785
35021,Harding County,NM,35.8594,-103.8534
35023,Hidalgo County,NM,31.8981,-108.7519
35025,Lea County,NM,32.7957,-103.4133
35027,Lincoln County,NM,33.7408,-105.4498
35028,Los Alamos County,NM,35.87,-106.308
35029,Luna County,NM,32.1845,-107.7472
35031,McKinley County,NM,35.5841,-108.2533
35033,Mora County,NM,35.9828,-104.9219
35035,Otero County,NM,32.6156,-105.7513
35037,Quay County,NM,35.107,-103.5481
35039,Rio Arriba County,NM,36.5097,-106.694
35041,Roosevelt County,NM,34.0212,-103.483
35043,Sandoval County,NM,35.6851,-106.8831
35045,San Juan County,NM,36.5116,-108.3246
35047,San Miguel County,NM,35.4769,-104.8035
35049,Santa Fe County,NM,35.5145,-105.964
35051,Sierra County,NM,33.1195,-107.1882
35053,Socorro County,NM,33.9917,-106.9391
35055,Taos County,NM,36.5772,-105.6389
35057,Torrance County,NM,34.555,-105.8906
35059,Union County,NM,36.4881,-103.4757
35061,Valencia County,NM,34.7168,-106.8066
36001,Albany County,NY,42.5882,-73.974
36003,Allegany County,NY,42.2479,-78.0262
36005,Bronx County,NY,40.8487,-73.8529
36007,Broome County,NY,42.162,-75.8303
36009,Cattaraugus County,NY,42.2391,-78.6623
36011,Cayuga County,NY,43.0085,-76.5746
36013,Chautauqua County,NY,42.3042,-79.4076
36015,Chemung County,NY,42.1487,-76.7525
36017,Chenango County,NY,42.478,-75.6022
36019,Clinton County,NY,44.7527,-73.7056
36021,Columbia County,NY,42.2477,-73.6267
36023,Cortland County,NY,42.594,-76.0762
36025,Delaware County,NY,42.194,-74.9667
36027,Dutchess County,NY,41.7548,-73.74
36029,Erie County,NY,42.7528,-78.7782
36031,Essex County,NY,44.1096,-73.7784
36033,Franklin County,NY,44.5944,-74.3107
36035,Fulton County,NY,43.1156,-74.4237
36037,Genesee County,NY,43.0009,-78.1928
36039,Greene County,NY,42.287,-74.1495
36041,Hamilton County,NY,43.6579,-74.5025
36043,Herkimer County,NY,43.571,-74.8411
36045,Jefferson County,NY,43.9964,-76.053
